"","time","lwp","cth","trel"
"829",42916,6.21425294876099,2560,-0.0788888888888889
"830",42920,6.21425294876099,2590,-0.0777777777777778
"831",42924,6.21425294876099,2590,-0.0766666666666667
"832",42928,6.21425294876099,2620,-0.0755555555555556
"833",42932,9.15499496459961,2620,-0.0744444444444444
"834",42936,9.15499496459961,2620,-0.0733333333333333
"835",42940,9.15499496459961,2620,-0.0722222222222222
"836",42944,9.15499496459961,2620,-0.0711111111111111
"837",42948,9.15499496459961,2620,-0.07
"838",42952,14.0130519866943,2650,-0.0688888888888889
"839",42956,14.0130519866943,2650,-0.0677777777777778
"840",42960,14.0130519866943,2650,-0.0666666666666667
"841",42964,14.0130519866943,2650,-0.0655555555555556
"842",42968,14.0130519866943,2680,-0.0644444444444444
"843",42972,13.8245086669922,2680,-0.0633333333333333
"844",42976,13.8245086669922,2680,-0.0622222222222222
"845",42980,13.8245086669922,2680,-0.0611111111111111
"846",42984,13.8245086669922,2680,-0.06
"847",42988,13.8245086669922,2680,-0.0588888888888889
"848",42992,7.9073805809021,2680,-0.0577777777777778
"849",42996,7.9073805809021,2680,-0.0566666666666667
"850",43000,7.9073805809021,2680,-0.0555555555555556
"851",43004,7.9073805809021,2680,-0.0544444444444444
"852",43008,7.9073805809021,2710,-0.0533333333333333
"853",43012,8.32690811157227,2710,-0.0522222222222222
"854",43016,8.32690811157227,2710,-0.0511111111111111
"855",43020,8.32690811157227,2680,-0.05
"856",43024,8.32690811157227,2680,-0.0488888888888889
"857",43028,8.32690811157227,2650,-0.0477777777777778
"858",43032,4.92931365966797,2650,-0.0466666666666667
"859",43036,4.92931365966797,2620,-0.0455555555555556
"860",43040,4.92931365966797,2590,-0.0444444444444444
"861",43044,4.92931365966797,2590,-0.0433333333333333
"862",43048,4.92931365966797,2560,-0.0422222222222222
"863",43052,4.0693359375,2530,-0.0411111111111111
"864",43056,4.0693359375,2530,-0.04
"865",43060,4.0693359375,2500,-0.0388888888888889
"866",43064,4.0693359375,2500,-0.0377777777777778
"867",43068,4.0693359375,2500,-0.0366666666666667
"868",43072,8.794508934021,2500,-0.0355555555555556
"869",43076,8.794508934021,2500,-0.0344444444444444
"870",43080,8.794508934021,2500,-0.0333333333333333
"871",43084,8.794508934021,2530,-0.0322222222222222
"872",43088,8.794508934021,2530,-0.0311111111111111
"873",43092,4.17441940307617,2530,-0.03
"874",43096,4.17441940307617,2530,-0.0288888888888889
"875",43100,4.17441940307617,2530,-0.0277777777777778
"876",43104,4.17441940307617,2530,-0.0266666666666667
"877",43108,4.17441940307617,2530,-0.0255555555555556
"878",43112,NA,2530,-0.0244444444444444
"879",43116,NA,2530,-0.0233333333333333
"880",43120,NA,2530,-0.0222222222222222
"881",43124,NA,2530,-0.0211111111111111
"882",43128,NA,2500,-0.02
"883",43132,8.70801544189453,2470,-0.0188888888888889
"884",43136,8.70801544189453,2440,-0.0177777777777778
"885",43140,8.70801544189453,2410,-0.0166666666666667
"886",43144,8.70801544189453,2410,-0.0155555555555556
"887",43148,8.70801544189453,2410,-0.0144444444444444
"888",43152,8.74356174468994,2410,-0.0133333333333333
"889",43156,8.74356174468994,2410,-0.0122222222222222
"890",43160,8.74356174468994,2410,-0.0111111111111111
"891",43164,8.74356174468994,2410,-0.01
"892",43168,8.74356174468994,2410,-0.00888888888888889
"893",43172,5.60156631469727,2410,-0.00777777777777778
"894",43176,5.60156631469727,2410,-0.00666666666666667
"895",43180,5.60156631469727,2380,-0.00555555555555556
"896",43184,5.60156631469727,2380,-0.00444444444444444
"897",43188,5.60156631469727,2380,-0.00333333333333333
"898",43192,6.40503549575806,2380,-0.00222222222222222
"899",43196,6.40503549575806,2380,-0.00111111111111111
"900",43200,6.40503549575806,2380,0
"901",43204,6.40503549575806,2380,0.00111111111111111
"902",43208,6.40503549575806,2380,0.00222222222222222
"903",43212,6.40503549575806,2350,0.00333333333333333
"904",43216,6.40503549575806,2350,0.00444444444444444
"905",43220,6.40503549575806,2350,0.00555555555555556
"906",43224,4.33216667175293,2320,0.00666666666666667
"907",43228,4.33216667175293,2320,0.00777777777777778
"908",43232,4.33216667175293,2320,0.00888888888888889
"909",43236,4.33216667175293,2350,0.01
"910",43240,4.33216667175293,2350,0.0111111111111111
"911",43244,4.33216667175293,2350,0.0122222222222222
"912",43248,4.33216667175293,2380,0.0133333333333333
"913",43252,6.17672252655029,2350,0.0144444444444444
"914",43256,6.17672252655029,2350,0.0155555555555556
"915",43260,6.17672252655029,2320,0.0166666666666667
"916",43264,6.17672252655029,2320,0.0177777777777778
"917",43268,6.17672252655029,2320,0.0188888888888889
"918",43272,3.49803447723389,2320,0.02
"919",43276,3.49803447723389,2320,0.0211111111111111
"920",43280,3.49803447723389,2320,0.0222222222222222
"921",43284,3.49803447723389,2320,0.0233333333333333
"922",43288,3.49803447723389,2320,0.0244444444444444
"923",43292,2.78050351142883,2320,0.0255555555555556
"924",43296,2.78050351142883,2320,0.0266666666666667
"925",43300,2.78050351142883,2320,0.0277777777777778
"926",43304,2.78050351142883,2320,0.0288888888888889
"927",43308,2.78050351142883,2320,0.03
"928",43312,NA,2320,0.0311111111111111
"929",43316,NA,2320,0.0322222222222222
"930",43320,NA,2320,0.0333333333333333
"931",43324,NA,2320,0.0344444444444444
"932",43328,NA,2320,0.0355555555555556
"933",43332,9.51872253417969,2320,0.0366666666666667
"934",43336,9.51872253417969,2290,0.0377777777777778
"935",43340,9.51872253417969,2290,0.0388888888888889
"936",43344,9.51872253417969,2290,0.04
"937",43348,9.51872253417969,2290,0.0411111111111111
"938",43352,5.54376840591431,2290,0.0422222222222222
"939",43356,5.54376840591431,2290,0.0433333333333333
"940",43360,5.54376840591431,2290,0.0444444444444444
"941",43364,5.54376840591431,2320,0.0455555555555556
"942",43368,5.54376840591431,2320,0.0466666666666667
"943",43372,8.97631072998047,2320,0.0477777777777778
"944",43376,8.97631072998047,2320,0.0488888888888889
"945",43380,8.97631072998047,2320,0.05
"946",43384,8.97631072998047,2290,0.0511111111111111
"947",43388,8.97631072998047,2290,0.0522222222222222
"948",43392,7.66109848022461,2290,0.0533333333333333
"949",43396,7.66109848022461,2290,0.0544444444444444
"950",43400,7.66109848022461,2290,0.0555555555555556
"951",43404,7.66109848022461,2290,0.0566666666666667
"952",43408,7.66109848022461,2290,0.0577777777777778
"953",43412,15.4612922668457,2290,0.0588888888888889
"954",43416,15.4612922668457,2290,0.06
"955",43420,15.4612922668457,2290,0.0611111111111111
"956",43424,15.4612922668457,2290,0.0622222222222222
"957",43428,15.4612922668457,2260,0.0633333333333333
"958",43432,63.6980895996094,2260,0.0644444444444444
"959",43436,63.6980895996094,2260,0.0655555555555556
"960",43440,63.6980895996094,2260,0.0666666666666667
"961",43444,63.6980895996094,2260,0.0677777777777778
"962",43448,63.6980895996094,2260,0.0688888888888889
"963",43452,63.0473136901855,2260,0.07
"964",43456,63.0473136901855,2260,0.0711111111111111
"965",43460,63.0473136901855,2260,0.0722222222222222
"966",43464,63.0473136901855,2260,0.0733333333333333
"967",43468,63.0473136901855,2260,0.0744444444444444
"968",43472,47.3689842224121,2290,0.0755555555555556
"969",43476,47.3689842224121,2290,0.0766666666666667
"970",43480,47.3689842224121,2320,0.0777777777777778
"971",43484,47.3689842224121,2320,0.0788888888888889
"972",43488,47.3689842224121,2320,0.08
"973",43492,39.9455261230469,2350,0.0811111111111111
"974",43496,39.9455261230469,2350,0.0822222222222222
"975",43500,39.9455261230469,2380,0.0833333333333333
"976",43504,39.9455261230469,2380,0.0844444444444444
"977",43508,39.9455261230469,2380,0.0855555555555556
"978",43512,53.7002334594727,2410,0.0866666666666667
"979",43516,53.7002334594727,2410,0.0877777777777778
"980",43520,53.7002334594727,2410,0.0888888888888889
"981",43524,53.7002334594727,2410,0.09
"982",43528,53.7002334594727,2410,0.0911111111111111
"983",43532,40.5275268554688,2380,0.0922222222222222
"984",43536,40.5275268554688,2380,0.0933333333333333
"985",43540,40.5275268554688,2380,0.0944444444444444
"986",43544,40.5275268554688,2380,0.0955555555555556
"987",43548,40.5275268554688,2380,0.0966666666666667
"988",43552,16.5432987213135,2380,0.0977777777777778
"989",43556,16.5432987213135,2350,0.0988888888888889
"990",43560,16.5432987213135,2350,0.1
"991",43564,16.5432987213135,2350,0.101111111111111
"992",43568,16.5432987213135,2350,0.102222222222222
"993",43572,21.1039257049561,2350,0.103333333333333
"994",43576,21.1039257049561,2350,0.104444444444444
"995",43580,21.1039257049561,2350,0.105555555555556
"996",43584,21.1039257049561,2350,0.106666666666667
"997",43588,21.1039257049561,2350,0.107777777777778
"998",43592,14.0912733078003,2350,0.108888888888889
"999",43596,14.0912733078003,2350,0.11
